_id,ภาค,จังหวัด,รายการ,รายการย่อย,ประเภทผู้เยี่ยมเยือน,2552,2553,2554,2555,2556,2557,2558,2559,2560,2561
22,"","","","",ชาวต่างประเทศ,1418.62,1532.21301305,1580.453865611860010176314972341060638427734375,1484.01999999999998181010596454143524169921875,1548.84999999999990905052982270717620849609375,1675.9600000000000363797880709171295166015625,1878.65000000000009094947017729282379150390625,2006.19000000000005456968210637569427490234375,2146.59000000000014551915228366851806640625,2268.71999999999979991116560995578765869140625
23,"","",รายได้การท่องเที่ยว (ล้านบาท),"","",0.0,0.0,0,,,,,,,
24,"","","",ผู้เยี่ยมเยือน,รวม,716105.1434,904376.069205,1109348.05000000004656612873077392578125,1349793.32000000006519258022308349609375,1531092.42999999993480741977691650390625,1605701.37624970008619129657745361328125,1857010.97808006010018289089202880859375,2155188.9627933898009359836578369140625,2470724.0299999997951090335845947265625,2698310.2299999999813735485076904296875
25,"","","","",ชาวไทย,264780.9308,402574.3853,483224.53000000002793967723846435546875,588865.4399999999441206455230712890625,660714.670000000041909515857696533203125,703663.619999999995343387126922607421875,803073.3100000000558793544769287109375,882204.76000000000931322574615478515625,989613.290000000037252902984619140625,1071342.1000000000931322574615478515625
26,"","","","",ชาวต่างประเทศ,451324.2126,501801.683905,626123.5200000000186264514923095703125,760927.880000000004656612873077392578125,870377.76000000000931322574615478515625,902037.7562496960163116455078125,1053937.66808006004430353641510009765625,1272984.2027933900244534015655517578125,1481110.73999999999068677425384521484375,1626968.129999999888241291046142578125
27,"","",สถานประกอบการที่พักแรม,"","",0.0,0.0,0,,,,,,,
28,"","","",จำนวนห้อง,รวม,366471.0,454686.0,530623,528128,540088,550627,650643,682824,743107,746400
29,"","","",อัตราการเข้าพัก,รวม,36.7698032329,39.521235778,43.8440814926560022968260454945266246795654296875,48.68999999999999772626324556767940521240234375,56.2999999999999971578290569595992565155029296875,58.06000000000000227373675443232059478759765625,65.1200000000000045474735088646411895751953125,66.9899999999999948840923025272786617279052734375,70.5799999999999982946974341757595539093017578125,71.159999999999996589394868351519107818603515625
30,"","","",จำนวนผู้ที่มาเข้าพัก,รวม,53385229.9326,67103929.0,86240602,101171395,117351337,123021835,136006051,145179569,159479565,166706140
31,"","","","",ชาวไทย,33388571.0453,41555467.0,52108757,62423288,71691922,76427598,85508120,92715544,102918219,107483918
32,"","","","",ชาวต่างประเทศ,19996658.8873,25548462.0,34131845,38748107,45659415,46594237,50497931,52464025,56561346,59222222
33,กรุงเทพมหานคร,กรุงเทพมหานคร,จำนวนผู้เยี่ยมเยือน,รวม,รวม,30037911.0,38222903.0,43763002,47185031,50568902,50972772,56515597,59196331,63575737,65534281
34,"","","","",ชาวไทย,19951430.0,26861095.0,28867346,30269692,31988047,32830273,35645681,38507058,41121871,41682963
35,"","","","",ชาวต่างประเทศ,10086481.0,11361808.0,14895656,16915339,18580855,18142499,20869916,20689273,22453866,23851318
36,"","","",จำนวนนักท่องเที่ยว,รวม,21364871.0,26550700.0,30649772,34407750,37145237,37097326,41283511,42452892,45602422,48019195
37,"","","","",ชาวไทย,11993988.0,16106524.0,16847839,18585134,19677487,20065603,21696700,23041068,24516872,25581323
38,"","","","",ชาวต่างประเทศ,9370883.0,10444176.0,13801933,15822616,17467750,17031723,19586811,19411824,21085550,22437872
39,"","","",จำนวนนักทัศนาจร,รวม,8673040.0,11672203.0,13113230,12777281,13423665,13875446,15232086,16743439,17973315,17515086
40,"","","","",ชาวไทย,7957442.0,10754571.0,12019507,11684558,12310560,12764670,13948981,15465990,16604999,16101640
41,"","","","",ชาวต่างประเทศ,715598.0,917632.0,1093723,1092723,1113105,1110776,1283105,1277449,1368316,1413446
42,"","",ระยะเวลาพำนักโดยเฉลี่ย (วัน),รวม,รวม,4.12,4.06791376235,4.09544936713707041775478501222096383571624755859375,4.089999999999999857891452847979962825775146484375,4.05999999999999960920149533194489777088165283203125,4.0099999999999997868371792719699442386627197265625,3.87999999999999989341858963598497211933135986328125,3.95999999999999996447286321199499070644378662109375,3.9199999999999999289457264239899814128875732421875,3.87000000000000010658141036401502788066864013671875
43,"","","","",ชาวไทย,2.57,3.15224777488,3.39343470168959004951148017426021397113800048828125,3.37999999999999989341858963598497211933135986328125,3.350000000000000088817841970012523233890533447265625,3.29999999999999982236431605997495353221893310546875,3.359999999999999875655021241982467472553253173828125,3.29000000000000003552713678800500929355621337890625,3.20000000000000017763568394002504646778106689453125,3.12999999999999989341858963598497211933135986328125
44,"","","","",ชาวต่างประเทศ,6.11,5.48001139487,4.9523894826337997443488347926177084445953369140625,4.9199999999999999289457264239899814128875732421875,4.86000000000000031974423109204508364200592041015625,4.86000000000000031974423109204508364200592041015625,4.45999999999999996447286321199499070644378662109375,4.769999999999999573674358543939888477325439453125,4.769999999999999573674358543939888477325439453125,4.71999999999999975131004248396493494510650634765625
45,"","",ค่าใช้จ่ายโดยเฉลี่ย (บาท/คน/วัน),"","",0.0,0.0,0,,,,,,,
46,"","","",ผู้เยี่ยมเยือน,รวม,3427.63,3571.46344849,3448.975797667850201833061873912811279296875,3716.1199999999998908606357872486114501953125,3814.82000000000016370904631912708282470703125,3897.6999999999998181010596454143524169921875,4169.739999999999781721271574497222900390625,4442.27000000000043655745685100555419921875,4808.4300000000002910383045673370361328125,5113.2799999999997453414835035800933837890625
47,"","","","",ชาวไทย,2552.68,2858.38862571,2717.30409198353981992113403975963592529296875,2980.28000000000020008883439004421234130859375,3107.36000000000012732925824820995330810546875,3177.1199999999998908606357872486114501953125,3439.98000000000001818989403545856475830078125,3525.17999999999983629095368087291717529296875,3692.48000000000001818989403545856475830078125,3913.6300000000001091393642127513885498046875
48,"","","","",ชาวต่างประเทศ,4013.03,4325.91725447,4177.9638011063498197472654283046722412109375,4410.329999999999927240423858165740966796875,4458.350000000000363797880709171295166015625,4552.0699999999997089616954326629638671875,4800.989999999999781721271574497222900390625,5150.1099999999996725819073617458343505859375,5848.9700000000002546585164964199066162109375,6188.3100000000004001776687800884246826171875
49,"","","",นักท่องเที่ยว,รวม,3582.29,3745.74639095,3617.6358407028101282776333391666412353515625,3878.05999999999994543031789362430572509765625,3979.36000000000012732925824820995330810546875,4055.59999999999990905052982270717620849609375,4281.1800000000002910383045673370361328125,4518.3199999999997089616954326629638671875,5057.350000000000363797880709171295166015625,5362.0299999999997453414835035800933837890625
50,"","","","",ชาวไทย,2747.6,3060.5906513,2914.3959464549398035160265862941741943359375,3183.0399999999999636202119290828704833984375,3328.67999999999983629095368087291717529296875,3407.4499999999998181010596454143524169921875,3686.1999999999998181010596454143524169921875,3805.36000000000012732925824820995330810546875,3995.5399999999999636202119290828704833984375,4219.47999999999956344254314899444580078125
51,"","","","",ชาวต่างประเทศ,4031.66,4353.53957834,4205.8459616575200925581157207489013671875,4438.6899999999995998223312199115753173828125,4484.600000000000363797880709171295166015625,4578.9300000000002910383045673370361328125,4830.25,5179.989999999999781721271574497222900390625,5885.579999999999927240423858165740966796875,6225.850000000000363797880709171295166015625
52,"","","",นักทัศนาจร,รวม,1857.9,1958.77763837,1834.500749180160028117825277149677276611328125,1932.8800000000001091393642127513885498046875,1966.470000000000027284841053187847137451171875,2025.569999999999936335370875895023345947265625,2197.96999999999979991116560995578765869140625,2211.0500000000001818989403545856475830078125,2328.86000000000012732925824820995330810546875,2471.96999999999979991116560995578765869140625
53,"","","","",ชาวไทย,1798.01,1903.80367846,1779.816083088119967214879579842090606689453125,1890.200000000000045474735088646411895751953125,1922.140000000000100044417195022106170654296875,1982.15000000000009094947017729282379150390625,2153.1300000000001091393642127513885498046875,2151.86000000000012732925824820995330810546875,2260.5500000000001818989403545856475830078125,2392.82000000000016370904631912708282470703125
54,"","","","",ชาวต่างประเทศ,2523.79,2603.06789304,2435.459791721959845745004713535308837890625,2389.329999999999927240423858165740966796875,2456.63999999999987267074175179004669189453125,2524.5500000000001818989403545856475830078125,2685.420000000000072759576141834259033203125,2927.59999999999990905052982270717620849609375,3157.71999999999979991116560995578765869140625,3373.5
55,"","",รายได้การท่องเที่ยว (ล้านบาท),"","",0.0,0.0,0,,,,,,,
56,"","","",ผู้เยี่ยมเยือน,รวม,331454.31,427504.19,478158.4799999999813735485076904296875,570327.579999999958090484142303466796875,626535.05000000004656612873077392578125,634803.160000000032596290111541748046875,730318.3100000000558793544769287109375,822454.209999999962747097015380859375,947284.30000000004656612873077392578125,1040509.51000000000931322574615478515625
57,"","","","",ชาวไทย,98949.67,175964.01,188014.48000000001047737896442413330078125,222041.119999999995343387126922607421875,243088.16000000000349245965480804443359375,250931.26000000000931322574615478515625,297331.03000000002793967723846435546875,321746.5900000000256113708019256591796875,351002.96999999997206032276153564453125,376379.9199999999837018549442291259765625
58,"","","","",ชาวต่างประเทศ,232504.64,251540.18,290144,348286.4600000000209547579288482666015625,383446.890000000013969838619232177734375,383871.900000000023283064365386962890625,432987.28000000002793967723846435546875,500707.619999999995343387126922607421875,596281.329999999958090484142303466796875,664129.589999999967403709888458251953125
59,"","",สถานประกอบการที่พักแรม,"","",0.0,0.0,0,,,,,,,
60,"","","",จำนวนห้อง,รวม,63823.0,86687.0,95583,96822,96992,97547,138286,140688,152744,152616
61,"","","",อัตราการเข้าพัก,รวม,52.675,49.9125,59.82249999999999801048033987171947956085205078125,62.81000000000000227373675443232059478759765625,68.340000000000003410605131648480892181396484375,67.5,76.3299999999999982946974341757595539093017578125,77.7300000000000039790393202565610408782958984375,79.4200000000000017053025658242404460906982421875,82.43000000000000682121026329696178436279296875
62,"","","",จำนวนผู้ที่มาเข้าพัก,รวม,12385416.4274,15031244.0,18946648,22522673,25142482,25213473,30655540,31451730,33950292,35810567
63,"","","","",ชาวไทย,3931829.66166,5621826.0,5877228,7393027,8318513,8816548,11575954,12524408,13375120,14089493
64,"","","","",ชาวต่างประเทศ,8453586.7657,9409418.0,13069420,15129646,16823969,16396925,19079586,18927322,20575172,21721074
65,ภาคกลาง,สมุทรปราการ,จำนวนผู้เยี่ยมเยือน,รวม,รวม,1292295.0,1291883.0,1489104,2107433,2204073,2350340,2780429,2900180,3218934,3373639
66,"","","","",ชาวไทย,721518.0,552676.0,814324,1310539,1386215,1513750,1789272,1873476,2078536,2180958
67,"","","","",ชาวต่างประเทศ,570777.0,739207.0,674780,796894,817858,836590,991157,1026704,1140398,1192681
68,"","","",จำนวนนักท่องเที่ยว,รวม,445795.0,478709.0,510753,648738,703487,752570,874060,907904,1007269,1037246
69,"","","","",ชาวไทย,198656.0,166863.0,284409,352163,408393,448551,521070,542827,604350,619304
70,"","","","",ชาวต่างประเทศ,247139.0,311846.0,226344,296575,295094,304019,352990,365077,402919,417942
71,"","","",จำนวนนักทัศนาจร,รวม,846500.0,813174.0,978351,1458695,1500586,1597770,1906369,1992276,2211665,2336393
72,"","","","",ชาวไทย,522862.0,385813.0,529915,958376,977822,1065199,1268202,1330649,1474186,1561654
73,"","","","",ชาวต่างประเทศ,323638.0,427361.0,448436,500319,522764,532571,638167,661627,737479,774739
74,"","",ระยะเวลาพำนักโดยเฉลี่ย (วัน),รวม,รวม,1.41,1.85559786843,2.15072647545107020761179228429682552814483642578125,2.189999999999999946709294817992486059665679931640625,2.20000000000000017763568394002504646778106689453125,2.089999999999999857891452847979962825775146484375,1.95999999999999996447286321199499070644378662109375,1.9299999999999999378275106209912337362766265869140625,1.939999999999999946709294817992486059665679931640625,1.899999999999999911182158029987476766109466552734375
75,"","","","",ชาวไทย,1.56,1.8578042466,2.1183788140222699070136513910256326198577880859375,2.0800000000000000710542735760100185871124267578125,2.0099999999999997868371792719699442386627197265625,1.8899999999999999023003738329862244427204132080078125,1.7199999999999999733546474089962430298328399658203125,1.70999999999999996447286321199499070644378662109375,1.7199999999999999733546474089962430298328399658203125,1.689999999999999946709294817992486059665679931640625
76,"","","","",ชาวต่างประเทศ,1.29,1.85441727648,2.191372421618420052169540213071741163730621337890625,2.319999999999999840127884453977458178997039794921875,2.45999999999999996447286321199499070644378662109375,2.37999999999999989341858963598497211933135986328125,2.319999999999999840127884453977458178997039794921875,2.270000000000000017763568394002504646778106689453125,2.270000000000000017763568394002504646778106689453125,2.220000000000000195399252334027551114559173583984375
77,"","",ค่าใช้จ่ายโดยเฉลี่ย (บาท/คน/วัน),"","",0.0,0.0,0,,,,,,,
78,"","","",ผู้เยี่ยมเยือน,รวม,897.89,1054.81527795,1089.9727035460900879115797579288482666015625,1198.920000000000072759576141834259033203125,1236.660000000000081854523159563541412353515625,1276.23000000000001818989403545856475830078125,1353.319999999999936335370875895023345947265625,1404.3800000000001091393642127513885498046875,1475.0399999999999636202119290828704833984375,1533.670000000000072759576141834259033203125
79,"","","","",ชาวไทย,694.82,768.153374063,890.5944095156320372552727349102497100830078125,1026.15000000000009094947017729282379150390625,1072.3699999999998908606357872486114501953125,1108.319999999999936335370875895023345947265625,1172.8699999999998908606357872486114501953125,1217.720000000000027284841053187847137451171875,1268.84999999999990905052982270717620849609375,1313.640000000000100044417195022106170654296875
80,"","","","",ชาวต่างประเทศ,1165.08,1253.15666557,1329.030959978990040326607413589954376220703125,1444.930000000000063664629124104976654052734375,1473.279999999999972715158946812152862548828125,1520.970000000000027284841053187847137451171875,1608.59999999999990905052982270717620849609375,1667.19000000000005456968210637569427490234375,1788.720000000000027284841053187847137451171875,1870.779999999999972715158946812152862548828125
81,"","","",นักท่องเที่ยว,รวม,1179.65,1279.884082,1316.989685583039999983157031238079071044921875,1519.25,1556.640000000000100044417195022106170654296875,1615.75,1710.09999999999990905052982270717620849609375,1761.970000000000027284841053187847137451171875,1896.0399999999999636202119290828704833984375,1983.089999999999918145476840436458587646484375
82,"","","","",ชาวไทย,895.19,939.937348695,1076.68891875802000868134200572967529296875,1327.140000000000100044417195022106170654296875,1384.990000000000009094947017729282379150390625,1454.410000000000081854523159563541412353515625,1548.200000000000045474735088646411895751953125,1605.23000000000001818989403545856475830078125,1668.910000000000081854523159563541412353515625,1737.19000000000005456968210637569427490234375
83,"","","","",ชาวต่างประเทศ,1464.62,1462.11548902,1608.87815423450001617311500012874603271484375,1724.05999999999994543031789362430572509765625,1750.75,1809.839999999999918145476840436458587646484375,1900.049999999999954525264911353588104248046875,1962.1199999999998908606357872486114501953125,2154.17999999999983629095368087291717529296875,2260.46999999999979991116560995578765869140625
84,"","","",นักทัศนาจร,รวม,691.92,808.955618096,835.0786169780780028304434381425380706787109375,887.01999999999998181010596454143524169921875,906.80999999999994543031789362430572509765625,928.8999999999999772626324556767940521240234375,1008.30999999999994543031789362430572509765625,1052.5399999999999636202119290828704833984375,1103.0399999999999636202119290828704833984375,1153.8800000000001091393642127513885498046875
85,"","","","",ชาวไทย,576.15,630.125821136,679.014558941041968864738009870052337646484375,795.970000000000027284841053187847137451171875,809.950000000000045474735088646411895751953125,832.8400000000000318323145620524883270263671875,907.6200000000000045474735088646411895751953125,947.4299999999999499777914024889469146728515625,986.76999999999998181010596454143524169921875,1029.75
86,"","","","",ชาวต่างประเทศ,878.94,970.399597436,1019.498880549009982132702134549617767333984375,1061.4600000000000363797880709171295166015625,1088.009999999999990905052982270717620849609375,1121.029999999999972715158946812152862548828125,1208.3699999999998908606357872486114501953125,1263.930000000000063664629124104976654052734375,1335.490000000000009094947017729282379150390625,1404.079999999999927240423858165740966796875
87,"","",รายได้การท่องเที่ยว (ล้านบาท),"","",0.0,0.0,0,,,,,,,
88,"","","",ผู้เยี่ยมเยือน,รวม,1315.7,1795.1,2263.6999999999998181010596454143524169921875,3451.65999999999985448084771633148193359375,3768.55999999999994543031789362430572509765625,4044.5,4901.15999999999985448084771633148193359375,5265.3599999999996725819073617458343505859375,6144.649999999999636202119290828704833984375,6611.4399999999995998223312199115753173828125
89,"","","","",ชาวไทย,578.47,534.77,1008.509999999999990905052982270717620849609375,1735.5,1928.8699999999998908606357872486114501953125,2120.13999999999987267074175179004669189453125,2538.61000000000012732925824820995330810546875,2750.7100000000000363797880709171295166015625,3189.489999999999781721271574497222900390625,3426.32000000000016370904631912708282470703125
90,"","","","",ชาวต่างประเทศ,737.23,1260.33,1255.19000000000005456968210637569427490234375,1716.160000000000081854523159563541412353515625,1839.69000000000005456968210637569427490234375,1924.359999999999899955582804977893829345703125,2362.5500000000001818989403545856475830078125,2514.65000000000009094947017729282379150390625,2955.15999999999985448084771633148193359375,3185.1199999999998908606357872486114501953125
91,"","",สถานประกอบการที่พักแรม,"","",0.0,0.0,0,,,,,,,
92,"","","",จำนวนห้อง,รวม,2549.0,2388.0,3648,2989,3078,3371,4012,3893,4380,4380
93,"","","",อัตราการเข้าพัก,รวม,24.0125,32.69,24.572500000000001563194018672220408916473388671875,37.3299999999999982946974341757595539093017578125,47.52000000000000312638803734444081783294677734375,52.92999999999999971578290569595992565155029296875,58.39999999999999857891452847979962825775146484375,61.409999999999996589394868351519107818603515625,64.0199999999999960209606797434389591217041015625,65.7600000000000051159076974727213382720947265625
94,"","","",จำนวนผู้ที่มาเข้าพัก,รวม,351497.0,393149.0,477035,584915,640049,690924,821887,855032,954492,983237
95,"","","","",ชาวไทย,169179.0,165423.0,272429,346026,389783,431607,503544,525434,586697,600344
96,"","","","",ชาวต่างประเทศ,182318.0,227726.0,204606,238889,250266,259317,318343,329598,367795,382893
97,"",นนทบุรี,จำนวนผู้เยี่ยมเยือน,รวม,รวม,1373459.0,1792164.0,2004376,1663990,1700408,1730885,2045867,2090095,2514677,2664025
98,"","","","",ชาวไทย,1270774.0,1307538.0,1587715,1529913,1548940,1583985,1868854,1908389,2298157,2433547
99,"","","","",ชาวต่างประเทศ,102685.0,484626.0,416661,134077,151468,146900,177013,181706,216520,230478
100,"","","",จำนวนนักท่องเที่ยว,รวม,387395.0,476363.0,582031,645293,655363,661218,774003,784043,920233,962260
101,"","","","",ชาวไทย,360363.0,415801.0,524065,582205,581089,590415,688613,697138,816594,852357
102,"","","","",ชาวต่างประเทศ,27032.0,60562.0,57966,63088,74274,70803,85390,86905,103639,109903
103,"","","",จำนวนนักทัศนาจร,รวม,986064.0,1315801.0,1422345,1018697,1045045,1069667,1271864,1306052,1594444,1701765
104,"","","","",ชาวไทย,910411.0,891737.0,1063650,947708,967851,993570,1180241,1211251,1481563,1581190
105,"","","","",ชาวต่างประเทศ,75653.0,424064.0,358695,70989,77194,76097,91623,94801,112881,120575
106,"","",ระยะเวลาพำนักโดยเฉลี่ย (วัน),รวม,รวม,1.94,2.09483435951,1.8020635163784899379635362492990680038928985595703125,2.12999999999999989341858963598497211933135986328125,2.100000000000000088817841970012523233890533447265625,2.0099999999999997868371792719699442386627197265625,1.8600000000000000976996261670137755572795867919921875,1.8300000000000000710542735760100185871124267578125,1.8200000000000000621724893790087662637233734130859375,1.810000000000000053290705182007513940334320068359375
107,"","","","",ชาวไทย,1.97,2.07043427024,1.7648771057971099907035750220529735088348388671875,2.109999999999999875655021241982467472553253173828125,2.069999999999999840127884453977458178997039794921875,1.9699999999999999733546474089962430298328399658203125,1.8300000000000000710542735760100185871124267578125,1.810000000000000053290705182007513940334320068359375,1.79000000000000003552713678800500929355621337890625,1.79000000000000003552713678800500929355621337890625
108,"","","","",ชาวต่างประเทศ,1.44,2.26235824444,2.138262258077670008304949078592471778392791748046875,2.310000000000000053290705182007513940334320068359375,2.3300000000000000710542735760100185871124267578125,2.350000000000000088817841970012523233890533447265625,2.0800000000000000710542735760100185871124267578125,2.029999999999999804600747665972448885440826416015625,2.020000000000000017763568394002504646778106689453125,1.979999999999999982236431605997495353221893310546875
109,"","",ค่าใช้จ่ายโดยเฉลี่ย (บาท/คน/วัน),"","",0.0,0.0,0,,,,,,,
110,"","","",ผู้เยี่ยมเยือน,รวม,1051.97,881.972117877,873.738311532046964202891103923320770263671875,1014.5800000000000409272615797817707061767578125,1033.9600000000000363797880709171295166015625,1067.160000000000081854523159563541412353515625,1120.8800000000001091393642127513885498046875,1158.0399999999999636202119290828704833984375,1213.640000000000100044417195022106170654296875,1264.680000000000063664629124104976654052734375
111,"","","","",ชาวไทย,1058.16,880.721564081,857.9158126172600304926163516938686370849609375,995.9199999999999590727384202182292938232421875,1008.549999999999954525264911353588104248046875,1041.65000000000009094947017729282379150390625,1089.890000000000100044417195022106170654296875,1125.6300000000001091393642127513885498046875,1177.259999999999990905052982270717620849609375,1225.640000000000100044417195022106170654296875
112,"","","","",ชาวต่างประเทศ,974.77,885.878449596,938.9295411652600478191743604838848114013671875,1201.34999999999990905052982270717620849609375,1254.3800000000001091393642127513885498046875,1286.680000000000063664629124104976654052734375,1398.2899999999999636202119290828704833984375,1445.079999999999927240423858165740966796875,1545.799999999999954525264911353588104248046875,1623.3800000000001091393642127513885498046875
113,"","","",นักท่องเที่ยว,รวม,1272.34,1074.024178,1046.859485829759933039895258843898773193359375,1214.15000000000009094947017729282379150390625,1241.579999999999927240423858165740966796875,1279.76999999999998181010596454143524169921875,1336.970000000000027284841053187847137451171875,1372.319999999999936335370875895023345947265625,1488.009999999999990905052982270717620849609375,1555.910000000000081854523159563541412353515625
114,"","","","",ชาวไทย,1280.96,1066.90079984,1044.09731260731996371760033071041107177734375,1196.529999999999972715158946812152862548828125,1215.029999999999972715158946812152862548828125,1260.26999999999998181010596454143524169921875,1329.279999999999972715158946812152862548828125,1375.029999999999972715158946812152862548828125,1447.990000000000009094947017729282379150390625,1511.859999999999899955582804977893829345703125
115,"","","","",ชาวต่างประเทศ,1135.39,1118.78225218,1067.471300710539935607812367379665374755859375,1362.240000000000009094947017729282379150390625,1426.109999999999899955582804977893829345703125,1456.23000000000001818989403545856475830078125,1569.6300000000001091393642127513885498046875,1619.670000000000072759576141834259033203125,1767.3699999999998908606357872486114501953125,1864.779999999999972715158946812152862548828125
116,"","","",นักทัศนาจร,รวม,874.88,736.32011257,746.076368637345012757577933371067047119140625,745.73000000000001818989403545856475830078125,760.6100000000000136424205265939235687255859375,794.44000000000005456968210637569427490234375,847.9299999999999499777914024889469146728515625,880.4199999999999590727384202182292938232421875,926.0700000000000500222085975110530853271484375,966.3500000000000227373675443232059478759765625
117,"","","","",ชาวไทย,873.75,700.982931425,696.019332743627046511392109096050262451171875,736.3700000000000045474735088646411895751953125,751.94000000000005456968210637569427490234375,785.73000000000001818989403545856475830078125,834.30999999999994543031789362430572509765625,865.8500000000000227373675443232059478759765625,910.1499999999999772626324556767940521240234375,949.4600000000000363797880709171295166015625
